GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,EMP,EMP_S,PAYANN,BENEFIT,BENEFIT_S,BENHEA,BENPEB,BENPEC,BENOTH,EMPAVPW,HOURS,PAYANPW,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,RCPTOT,RCPTOT_S,RCPTPLM,RCPTRAN,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,VALADD,VALADD_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO,DPRTOT,DPRTOT_S,RPTOT,RPTOT_S,RPBLD,RPMCH,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
Geographic identifier code,Id2,Geographic area name,2007 NAICS codes and NAICS-based rollup code,Meaning of 2007 NAICS codes and NAICS-based rollup code,Year,Number of employees,Relative standard error of total number of employees (%),"Annual payroll ($1,000)","Total fringe benefits ($1,000)",Relative standard error of total fringe benefits (%),"Employer's cost for health insurance ($1,000)","Employer's cost for defined benefit pension plans ($1,000)","Employer's cost for defined contribution plans ($1,000)","Employer's cost for other fringe benefits ($1,000)",Production workers avg per year,"Production workers hours (1,000)","Production workers wages ($1,000)","Total cost of materials ($1,000)",Relative standard error of total cost of materials (%),"Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Cost of purchased fuels ($1,000)",Relative standard error of cost of purchased fuels (%),"Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of purchased electricity (%),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Total value of shipments ($1,000)",Relative standard error of total value of shipments (%),"Value of products shipments ($1,000)","Value of interplant transfers ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value added ($1,000)",Relative standard error of value added (%),"Total inventories, end of year ($1,000)","Relative standard error of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error of finished goods inventories, end of year (%)","Work-in-process inventories, end-of-year  ($1,000)","Relative standard error of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error of materials and supplies inventories, end of year (%)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of total capital expenditures (new and used) (%),"Capital expenditures on buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)","Total depreciation ($1,000)",Relative standard error of total depreciation (%),"Total rental payments ($1,000)",Relative standard error of total rental payments (%),"Rental payments for buildings and other structures ($1,000)","Rental payments for machinery and equipment ($1,000)","Total other expenses ($1,000)",Relative standard error of total other expenses (%),"Temporary staff and leased employee expenses ($1,000)","Expensed computer hardware and other equipment ($1,000)","Expensed purchases of software ($1,000)","Data processing and other purchased computer services ($1,000)","Communication services ($1,000)","Repair and maintenance services of buildings and/or machinery ($1,000)","Refuse removal (including hazardous waste) services ($1,000)","Advertising and promotional services ($1,000)","Purchased professional and technical services ($1,000)","Taxes and license fees ($1,000)","All other expenses ($1,000)"
0100000US,,United States,331314,Secondary smelting and alloying of aluminum,2009,4224,3,217198,63287,3,26938,3545,3757,29047,3082,6429,125503,2840494,2,2537663,62094,18788,162076,1,4085542,59873,1,D,D,3440336,2,3248515,944483,191821,69499,115154,7169,586053,1,340237,2,138444,2,33643,5,168151,2,370617,160405,31035,179178,62816,2,6786,56030,1178,2169,52683,86824,1,15822,4,7374,8449,363720,16,6495,1001,743,1522,3528,73814,57365(s),492,18551,10888,189320
0100000US,,United States,331316,Aluminum extruded product manufacturing,2009,17058,2,685878,234783,2,111605,12926,13690,96562,13339,25211,445742,3105972,3,2849193,31380,81734,65276,5,1097262,78389,3,D,S,4763494,2,4676715,327886,86779,D,D,42874,1544329,2,422181,4,111500,4,126320,8,184361,3,607010,156176,199509,251326,148922,1,21435,127487,2080,2776,122631,125667,2,29845,3,18250,11595,386418,2,16817,4365,2136,717,4908,45271,9568,1864,13704,16442,270626
0100000US,,United States,33131N,Aluminum rolling and drawing,2009,17443,1,995541,400930,1,195957,28182,22629,154162,13137,26714,659417,9170369,1,8490726,169757,112013,213371,1,3870123,184501,1,S,S,12082581,1,11695540,710165,387041,165549,121296,100196,2475713,3,1345641,1,279389,1,691464,1,374788,1,1885107,392663,986855,505589,175192,1,4116,171076,749,6518,163809,376316,1,59672,1,11144,48528,880774,1,26561,6378,4630,3063,6493,168105,24460,1089,33639,42690,563667
0100000US,,United States,331411,Primary smelting and refining of copper,2009,1581,1,92165,40778,1,19553,D,D,17462,1149,2434,63580,D,S,4342745,D,D,D,S,808640,45720,1,D,D,6433325,1,D,D,D,D,S,D,D,S,524397,1,D,S,D,S,D,S,576442,D,D,115769,35307,1,D,D,D,402,18115,D,S,1059,1,D,D,28157,1,D,61,39,D,417,D,2470,D,10838,5689,1619
0100000US,,United States,331419,Primary smelting and refining of nonferrous metal (except copper and aluminum),2009,8483,1,563482,190684,1,75316,D,D,80109,5834,12343,330458,D,S,3103540,D,D,D,S,6519206,288155,1,D,221924,6502159,1,D,D,D,D,D,D,D,S,775676,1,D,S,D,S,D,S,819391,D,D,322467,2106202,4,D,D,D,19443,1692198,D,S,21474,2,D,D,457352,12,D,3733,2019,D,3696,D,19069,D,35935,41133,242147
0100000US,,United States,33142M,"Copper rolling, drawing, extruding, and alloying",2009,19880,2,976970,321337,1,148799,11638,28283,132617,14629,29118,620322,11370482,1,10934161,164655,58237,68751,3,2097045,144677,1,D,S,14481644,1,14137575,1028479,344069,182753,D,D,3063825,2,1492377,1,662349,1,511003,1,319024,2,1590672,678735,552411,359526,168757,2,16287,152470,1088,3067,148316,265423,3,69960,5,54088,15873,461970,3,13382,2067,1390,2016,7722,57621,16752,5485,38011,24470,293054
0100000US,,United States,33149M,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying",2009,24782,1,1306560,477859,2,206393,28130,37119,206218,17335,34065,814548,9247160,1,8570990,149888,244510,110796,1,2689765,170975,2,S,S,13916058,1,13393664,1220491,522394,190233,235466,96695,4235319,2,2410619,1,480709,4,1142871,1,787039,2,2875375,605004,1466402,803970,632090,1,61272,570818,8536,25673,536609,318806,1,45436,2,23714,21722,905991,3,24778,7028,5694,8268,11318,117400,32181,5413,41256,45087,607568
0100000US,,United States,33151M,Ferrous metal foundries,2009,67041,1,2921131,1035172,1,466876,56039,70017,442240,53021,105076,2000518,6277104,1,4851192,326650,358564,243862,1,7342612,496836,1,D,S,13742115,1,13230138,869460,511977,423406,19735,68836,7101915,1,1711445,1,695552,1,442856,2,573037,1,2239130,940929,539009,759192,434890,3,54454,380435,4342,10208,365886,613622,2,67542,2,35514,32028,1198627,2,32116,9645,5919,10630,12164,188287,76509,10313,77695,63805,711544
0100000US,,United States,33152N,Aluminum foundries,2009,33023,2,1368022,435262,2,190829,15337,26402,202695,26446,53229,937518,2573459,3,2020237,92367,197400,132572,3,3697311(s),130883,3,S,S,5696826,2,5562101,548317,134725,113712,6717,S,3021881,2,614416,3,178461,4,187870,6,248085,2,769213,241342,227583,300288,185870,4,23698,162172,1704,5279,155189,347138,2,58023,4,33116,24908,549897,5,70816,2967,2930,2486,6836,95447,24245,6451,35522,29350,272847
0100000US,,United States,33152P,Foundries not aluminum,2009,15386,2,686401,220200,2,92643,12738,13448,101371,12073,23235,426654,1337476,3,1082673,54195,106500,27797,4,882903,66310,2,S,S,3353659,2,3263703,150829,89957,58035,7098,24824,1988687,3,476117,2,150247,4,156180,3,169690,3,535570,149924,195311,190335,112317,8,36224,76094,2969,3937,69187,89691,2,20655,6,14423,6232,314254,4,11144,1781,1389,1737,3696,46082,12046,2487,28391,12844,192657
0100000US,,United States,332114,Custom roll forming,2009,18494,2,832721,221778,3,97184,6152,15753,102689,12796,25274,483937,3549673,2,3287370,69671,115878,34971,3,545618,41782,4,D,S,5971708,2,5817327,296186,154381,100146,10757,43478,2269364,2,787531,3,227316,5,112922,4,447292,5,1245232,328740,183659,732833,103889,5,25756,78133,1868,2533,73731,162131,3,59215,5,41479,17736,386096,3,20223,4932,1876,2759,7403,59145,20553,6267,27078,22083,213778
0100000US,,United States,332117,Powder metallurgy parts manufacturing,2009,6788,4,284952,88939,4,39829,2457,7696,38956,4968,9802,168706,684886,3,490129,85478,61133,15466,3,491623,32679,4,S,S,1322872,3,1217772,81648,105100,94346,5523,5231,600933,4,190562,4,73685,5,60123,3,56754,8,250600,101920,80072,68608,22499,9,868,21631,100,382,21150,61951,3,14234,15,9198,5035,164947,6,5252,1034,961,1813,2447,16826,2240,1735,12861,6945,112833
0100000US,,United States,33211N,Forging,2009,27094,3,1373368,444734,1,203946,26763,32550,181476,19816,41970,821119,5007855,2,4141761,97721,420921,192702,3,2066931,154750,1,D,S,8948352,2,8777159,434994,171193,111150,24619,35425,3669022,2,1448084,1,320018,2,590609,2,537457,2,1869699,386239,794818,688643,374068,6,51923,322145,4990,16231,300925,320335,3,57520,11,32062,25457,757529,4,43523,11163,3932,11016,9293,125094,25361,5326,53999,32248,436575
0100000US,,United States,33211P,"Crown, closure, and metal stamping manufacturing",2009,50282,2,2188573,604405,2,267739,20673,36893,279100,36645,72728,1242239,4811956,2,4169201,192627,288161,48390,4,1401561,113577,2,S,922(s),9882120,1,9451991,506492,430128,276396,46134,107598,4862061,2,1198258,2,496869,2,239202,3,462187,3,1599243,657259,298349,643635,220399,5,23188,197211,4363,10507,182341,322219,3,128707,5,115211,13496,888109,4,50389,6585,8773,6659,17584,78604,19707,25414,59180,40449,574767
0100000US,,United States,33221N,"Cutlery, kitchen utensil, pot, and pan manufacturing",2009,6805,11,341855,120693,7,45693,7087,7536,60377,5023,9959,200537,986661,6,638580,192423,107303,19705,2,330932,28651,3,D,S,2449512,3,2122433,9953,327079,304648,D,D,1456129,2,421720,7,239119,14,66644,5,115957,5,457523,251092,66720,139711,174132,1,15514,158618,2061,6677,149880,116406,2,10559,3,7160,3399,290942,1,28439,2011,1612,5033,5509,22082,11483,87321,25697,8636,93120
0100000US,,United States,33221P,Hand tool and saw blade manufacturing,2009,32747,2,1412492,421272,2,179391,22753,34112,185015,23091,43974,799517,2201951,3,1561420,464849,77378,26105,4,1025772,72199,2,D,S,5981404,2,5209682,201500,771722,708111,D,D,3696314,3,1239872,2,570042,4,286116,3,383714,3,1379462,619603,315667,444191,152717,10,8993,143724,4295,10051,129377,178069,2,62739,4,45872,16867,812555,6,31550,4159,5493,6304,21425,56654,13451,51666,69474,27461,524918
0100000US,,United States,33231M,Plate work and fabricated structural product manufacturing,2009,148159,1,6847152,1773757,1,673589,48718,139383,912066,102932,205078,3908441,19942764,1,16339358,1276217,1994085,98410,3,2976181,234695,2,D,D,37257693,1,34975599,1048919,2282093,1487746,255046,539301,16500893,2,4078000,1,932587,3,1309856,2,1835557,2,5666262,1245861,1766964,2653436,858139,5,225066,633073,36440,46131,550502,726650,1,497643,2,367647,129996,2850953,2,132360,26445,16680,36603,60363,219991,53125,64593,244577,155965,1840249
0100000US,,United States,33232M,Ornamental and architectural metal work manufacturing,2009,181255,1,7318031,1880614,1,748384,46771,129111,956348,128611,249379,4123346,15941299,2,13875720,1014851,713101,96627,2,2828323,241001,3,513(s),S,33764584,1,32020737,624285,1743848,1356385,118831,268632,17529372,2,3873322,5,1306382,14,727740,2,1839200,2,4706464,1417522,925602,2363341,766866,10,95841,671026,74323,61779,534923,810871,2,641027,2,515176,125851,3440401,2,184671,24597,20528,23436,69918,208886,69870,131602,206941,202088,2297863
0100000US,,United States,332410,Power boiler and heat exchanger manufacturing,2009,21832,2,1237477,350381,2,156595,6480,20805,166501,14688,29620,668845,2689093,2,2312105,201788,122427,13520,5,675897,39253,5,S,S,6312621,2,5490367,10900,822254,D,D,34927(s),3475385,2,596717,3,66892,8,293695,5,236130,3,826510,85154,452700,288656,194925,10,23725,171200,5967,11796,153436,95449,7,46852,11,35998,10854,496812,4,27665,5158,3889,1378,9237,45402,17322,10332,51462,15872,309097
0100000US,,United States,332420,Metal tank (heavy gauge) manufacturing,2009,26721,2,1323195,354906,1,143311,14660,24545,172390,18983,37330,837295,3088034,1,2620290,112187,279754,26192,9,611645,49610,2,D,S,6218244,1,5873899,153860,344345,D,D,103702,2941396,2,705782,5,209086,4,191654,8,305042,6,1076925,284187,324401,468336,133419,3,33287,100132,7211,5994,86927,120896,1,62114,3,40055,22059,626846,2,39004,5477,3450,2854,9005,42329,12736,12992,41778,27160,430062
0100000US,,United States,33243M,"Metal can, box, and other metal container (light gauge) manufacturing",2009,29141,1,1517394,550886,1,230368,48606,34866,237046,22793,47893,1083007,11381141,1,10819326,189833,58183,102507,5,2984741,211291,1,S,S,17292992,1,16152145,881979,1140847,287265,74808(s),778774,6028716,2,1866347,2,1015348,3,178070,2,672928,1,1787931,887931,178777,721223,237667,3,18082,219584,3211,7643,208730,368272,1,86104,4,62786,23318,751630,2,38024,2993,2066,2181,7344,83109,47251,7312,23168,45663,492520
0100000US,,United States,332510,Hardware manufacturing,2009,29502,2,1260116,400030,2,177759,22526,26048,173697,19871,37313,632431,3065126,2,2354876,530539,102089,26826,4,609819,50796,2,D,S,6773779,2,5882258,92073,891521,831658,5341,54522(s),3546121,2,935849,2,351006,4,273210,2,311633,3,1174052,457797,326069,390186,123703,1,13148,110555,1902,12558,96094,176193,2,52477,4,39196,13281,738639,4,38152,5923,4718,7488,14116,40007,16444,29515,48365,26411,507500
0100000US,,United States,33261M,Spring and wire product manufacturing,2009,40532,2,1571087,423616,2,177704,13491,30298,202123,30366,58766,938101,4033510,2,3325464,485343,96164,40311,9,1247624,86230,1,D,S,8124336,2,7414484,262751,709852,657374,16128,36349,3954527,3,1164235,2,600912,3,153494,3,409830,4,1397104,704466,179497,513141,164823,8,12275,152548,5641,5626,141280,200347,2,103819,2,88344,15476,751948,3,60308,5954,2798,5331,12932,82141,11441,21233,43073,38473,468265
0100000US,,United States,332710,Machine shops,2009,209667,1,9409000,2196853,2,863236,44726,137036,1151855,155066,312283,6061269,10631886,2,8160781,490761,1547327,108842,5,3838738,324175,2,D,1109,29722501,2,28207507,452071,1514994,638993,494094,381906,18935363,2,4269467,2,1564824,4,1663388,4,1041255,3,4491934,1593262,1799206,1099466,1187824,5,153896,1033928,39077,69637,925214,1126631,2,755241,3,569920,185321,3098044,3,139733,54325,26237,24534,75036,328778,78779,56418,198925,211216,1904064
0100000US,,United States,332721,Precision turned product manufacturing,2009,77913,2,3400210,845572,2,362120,23635,56389,403429,59311,117388,2253290,4311652,2,3338765,139906,623778,33622,4,2261647,175582,3,D,D,11641050,2,11136029,250850,505021,185510,166093,153417,7161735,2,1654465,2,658115,2,573426,2,422923,3,1876821,718430,670213,488178,485098,4,56313,428785,12489,25974,390322,584536,2,286128,4,193676,92452,1132082,3,72913,11781,10531,11020,21722,137096,24177,18479,85801,75155,663408
0100000US,,United States,332722,"Bolt, nut, screw, rivet, and washer manufacturing",2009,33383,3,1546107,466081,3,193878,24528,28962,218713,24751,50392,967427,3274862,3,2431011,300974,421500,37793,3,926046,83583,2,D,S,7573062,2,7126300,150939,446762,413218,S,32031,4059315,3,1303927,3,685149,5,318636,3,300142,4,1614092,827030,404082,382980,142955,5,12484,130472,2940,5876,121656,218157,2,96745,7,72626,24120,778334,5,35271,7599,4961,12082,13193,69013,16037,12499,38818,34146,534717
0100000US,,United States,33281M,"Coating, engraving, heat treating, and allied activities",2009,111117,1,4404880,1134856,1,454674,26220,68272,585690,83449,163329,2789292,8610825,1,7460575,86794,248214,397354,3,5055566,417888,2,14289,S,20300158,1,19887050,1022998,413108,133577,236954,S,11566911,1,2544216,1,812615,2,544584,1,1187017,2,2764139,961922,514195,1288023,602192,12,98602,503589,18700,25645,459244,750257,2,397293,3,298806,98487,1991602,3,139167,9743,9244,17798,36733,225054,139867,32640,119701,116571,1145084
0100000US,,United States,332913,Plumbing fixture fitting and trim manufacturing,2009,11223,16,416076,136250,6,56799,8161,10051,61239,7910,12850,235819,1818511,5,1401676,361030,29319(s),8140,10,224829,18346,6,D,S,3919530,11,3300461,D,619069,476330,S,142739(s),2111187,18,507482,10,271170,14,64433,5,171879,6,501847,266393,55476,179978,65327,20,8693,56633,1038,4878,50718,61549,2,17604,23,12671,4933,183866,12,13069,2710,1251,1310,3382,18313,9253,19044,27054,6857,81624
0100000US,,United States,33291N,Valve and fitting (except plumbing) manufacturing,2009,78871,1,3954601,1239039,1,510466,80766,103704,544103,51029,100212,2084324,9240366,1,7763452,838569,408682,46617,2,2436389,183046,1,D,S,21111323,1,19779391,D,1331932,1018770,79716,233447,11425684,1,4284882,1,1899385,2,964346,1,1421150,2,4994205,2181403,1139695,1673107,602913,2,125482,477431,9805,32449,435177,551940,1,134921,2,98663,36258,2198747,3,112817,15667,20171,48923,46406,156324,53083,46764,188572,83810,1426210
0100000US,,United States,332991,Ball and roller bearing manufacturing,2009,21004,1,937396,355973,1,160857,24001,23802,147313,16543,31736,635412,2017573,1,1781918,32812,82119,36615,3,1203322,84109,1,S,S,5805527,2,5728703,238426,76823,44857,11809,20158,3689024,2,1018679,1,337313,3,401510,2,279857,1,1187249,389789,433802,363659,296616,16,47718,248898,398,4262,244239,239154,2,37297,3,12191,25106,345953,8,16291,2035,6104,5467,5061,67131,5949,1074,15654,19594,201593
0100000US,,United States,332992,Small arms ammunition manufacturing,2009,10807,1,549660,169193,1,76157,13165,12914,66958,8303,17751,386872,936119,1,798526,65223,D,D,S,339373,20614,2,S,S,3158967,1,D,98810,D,100309,D,D,2220476,1,396810,1,152805,1,110680,2,133324,1,398392,171589,98564,128239,38551,4,2243,36309,755,4759,30794,37205,1,11340,1,7500,3840,293334,2,12288,1114,430,534,914,19598,15950,17457,20701,4906,199440
0100000US,,United States,332993,Ammunition (except small arms) manufacturing,2009,5916,1,298451,90860,2,37009,11336,7562,34954,3454,6707,126994,814803,1,529285,D,D,12180,2,204418,15989,1,S,D,2152558,1,D,27706,D,D,D,S,1306250,2,216759,7,5018,14,167869,3,43871,21,239985,4725,197580,37680,24816,19,4538,20279,202,4898,15179,17686,2,11346,1,10251,1095,64783,5,4569,1485,923,457,1527,6007,2384,1036,7433,3596,35364
0100000US,,United States,332994,Small arms manufacturing,2009,10486,2,527198,160468,2,57088,4969,16178,82233,6846,13017,273790,1255539,3,998332,164050,57678,7471,4,269238,28008,1,D,S,3337838,3,3098091,D,239747,228481,D,D,2136575,3,551294,4,224953,5,175892,3,150449,7,529782,201482,156171,172128,103744,4,12606,91138,1123,4788,85227,51163,4,15911,4,10645,5266,508761,5,14061,1650,3359,1706,5709,23781,12321,47426,50770,43253,304724
0100000US,,United States,332995,Other ordnance and accessories manufacturing,2009,4217,2,277468,73462,1,26398,5035,8740,33289,1745,3109,63629,827736,1,702713,D,107449,D,S,104344,7084,1,S,S,1574559,1,D,D,D,D,S,D,856367,2,259280,1,13453,6,212960,1,32867,2,150607,10075,108233,32299,24701,4,3661,21040,320,3667,17053,30543,1,9899,1,8926,973,62707,3,9223,795,980,149,1424,6386,1760,736,6049,2153,33052
0100000US,,United States,332996,Fabricated pipe and pipe fitting manufacturing,2009,27452,2,1196658,332707,2,124716,7758,25692,174541,20142,40107,746397,2869971,2,2360358,287878,141988,26484,19,665046,53263,4,613,D,6494186,1,6034516,234055,459670,387527,46893,25250,3533858,1,1251489,1,371952,3,208986,6,670551,1,1389622,375230,288398,725994,143077,5,32543,110534,5324,5451,99759,142852,1,73005,3,55385,17620,588383,3,42112,3206,1215,3849,9601,50520,13151,7828,33532,38094,385276
0100000US,,United States,33299N,Other fabricated metal products manufacturing,2009,75194,2,3180212,826160,2,336045,27209,57277,405630,54163,104371,1869641,6630777,4,5749124,400812,274368,58535,6,1898755,147938,5,D,S,14225068,3,13413501,320912,811567,589113,130551(s),91903,7343305,3,1821020,3,577247,6,403643,7,840131,3,2183742,673692,548583,961466,241708,7,37031,204677,16507,13667,174503,364475,3,219941,4,174154,45787,1297155,4,96176,11108,9962,11194,24245,117817,31142,48391,92655,59690,794776
0100000US,,United States,333111,Farm machinery and equipment manufacturing,2009,51595,2,2491843,903877,2,336770,48488,81773,436846,35562,65967,1432970,12455319,1,11650519,442191,225208,56256,2,1409486,81145,2,D,S,23612919,1,22862703,562863,750216,702204,D,D,10826116,1,2489453,3,876054,3,424637,3,1188762,3,3230582,1099255,540429,1590899,391220,2,40594,350626,7655,25477,317494,306396,2,113988,4,75544,38444,1387167,6,72161,4697,7625,28959,15333,131559,25653,39958,69195,37584,954442
0100000US,,United States,333112,Lawn and garden tractor and home lawn and garden equipment manufacturing,2009,19328,1,693741,247714,1,101553,11371,17138,117652,15254,29498,431830,5368568,1,5004190,269159,44946,18583,1,441065,31690,2,S,S,7320844,1,6995315,171055,325529,312369,D,D,1926535,3,1429445,1,951808,1,74706,3,402931,2,1440439,978456,77646,384337,137629,2,13546,124084,1443,6363,116278,160967,2,34437,1,24272,10165,461792,4,35531,1680,2884,2277,4869,30108,5170,50796,25814,16877,285786
0100000US,,United States,333120,Construction machinery manufacturing,2009,56142,4,2671712,869426,2,396680,37449,59628,375669,34922,64001,1241964,14317424,6,11966692,1918215,257368,76990,10,1559451,98159,9,D,S,24689398,7,21822040,543779,2867358,2663318,6257,197783,9503183,10,3945969,3,1568326,5,844022,5,1533620,2,5244544,1859826,1305279,2079439,1059875,6,100295,959580,23846,76765,858969,510991,2,131396,5,84887,46509,2045854,7,118468,12144,23722,20998,28445,154495,32303,57935,157822,55933,1383588
0100000US,,United States,33313M,Mining and oil and gas field machinery manufacturing,2009,53314,1,3104085,917631,2,332901,34559,81551,468621,34390,68695,1687122,10950376,1,9507791,612161,662776,45032,2,1813100,122616,2,D,D,20263115,1,18835516,735461,1427600,995401,113438,318761,9410347,1,5830695,1,2982751,1,1490553,1,1357392,1,5687831,2832556,1496011,1359264,547381,6,122272,425109,14966,23221,386922,338079,1,178176,2,117303,60873,2460396,3,190970,33176,20673,20570,42030,195334,26806,34596,176041,117271,1602931
0100000US,,United States,333210,Sawmill and woodworking machinery manufacturing,2009,3689,7,143437,36463,10,14807,928(s),3556,17172,2200,3724,69165,210185,10,169523,25698,8184,1638,11,74983,5143,4,S,S,466533,11,392953,D,73580,39591,18187,15802(s),239619,15,99385,5,40847,9,21915,7,36623,8,130527,53509,30807,46211,15154(s),46(s),3871(s),11283,734,1210(s),9340,11211,10,12533,6,8896,3638,81900,11,756,648,617,800,2181,2735,1216,6256,5479,3416,57798
0100000US,,United States,333220,Plastics and rubber industry machinery manufacturing,2009,12627,2,651505,179432,2,77477,5243,13945,82766,7073,13961,271850,1537660,2,1267098,185293,52000,8494,5,328851,24775,4,S,S,2959693,1,2640365,D,319328,246663,20098,52567,1366600,2,587201,4,196955,9,187862,4,202384,2,662152,224352,214650,223150,44658,13,4485,40173,1447,4694,34032,68209,4,34786,5,28677,6109,403192,5,24364,3785,4115,5819,10570,19626,5673,25310,32728,13260,257942
0100000US,,United States,333295,Semiconductor machinery manufacturing,2009,19362,2,1577562,448978,1,149910,6024,30062,262982,5623,11082,352442,3752951,1,3619602,75932,14766,4270(s),49(s),431864,38382,2,S,S,5704230,2,5542713,3218,161518,83754,26354,51410,1731996,6,1717353,1,314036,1,351099,2,1052218,1,2017952,494480,387629,1135843,109691,4,14988,94703,670,12935,81098,204036,3,57442,2,46944,10499,1726328,3,132404,55952,11029,16086,42730,64053,18563,25279,336793,43166,980274
0100000US,,United States,33329N,Other machinery manufacturing,2009,74297,2,4078956,1089408,2,448795,47424,93365,499825,39006,74378,1632344,7723473,2,6373275,845597,319018,65031,31,1436736,120551,5,D,395(s),17287206,3,15652784,178715,1634422,1215781,167125,251515,8934778,5,3324690,2,1144902,3,919572,4,1260216,3,4044719,1248005,1373583,1423131,273642,5,42840,230802,9082,26889,194831,322026,3,223851,3,188046,35806,2318807,4,114222,23534,23708,16970,64014,91890,43655,75162,158117,70868,1636667
0100000US,,United States,333313,Office machinery manufacturing,2009,5333,1,301914,71886,3,20222,1110(s),6543,44010,2132,4292,97139,656331,1,606415,23991,13427,3764,10,110912,8734,4,S,S,1659541,1,1562639,S,96902,34928,492,61483,988941,1,306459,4,110459,5,65710,3,130289,3,290531,112417,72719,105395,18753,6,628,18125,814,2546,14765,34057,2,18071,5,16150,1921(s),91787,3,13504,899,1286,1257,2749,1107,210,3462,10219,2780,54316
0100000US,,United States,333314,Optical instrument and lens manufacturing,2009,16348,3,1063316,280212,2,106351,14918,25732,133211,10193,20880,498370,2215696,1,1961544,133491,77513,4885,9,499111,38264,2,S,S,4673039,2,4445541,D,227498,200517,D,D,2384283,2,748414,3,180171,9,284709,4,283534,2,793386,191343,333142,268901,157784,24,33074(s),124711,719,10904,113088,135895,3,46926,4,43364,3562,496516,4,23409,5521,6691,5146,9676,24529,7363,36948,47028,15709,314497
0100000US,,United States,333315,Photographic and photocopying equipment manufacturing,2009,5503,4,284300,79634,4,39889,S,5370,33339,3253,6458,133918,887932,4,739335,102423,18946,3827,5,241055,23401,2,S,S,1975217,4,1833199,D,142018,114779,D,D,1096295,4,297365,6,90781,18,44531,15,162053,2,288426,88054,43072,157301,40071,12,8800,31271,910,5929,24433,57356,5,15005,8,14296,708,132622,22,7919,750,405,245,3092,5283,1760,12803,16100,5412,78852
0100000US,,United States,33331N,All other commercial and service industry machinery manufacturing,2009,48201,1,2317098,706726,3,279414,21295,59640,346377,27675,53910,983959,5983901,2,4895270,837690,163675,22512,3,855796,64753,1,D,S,12622873,1,11274360,276411,1348513,1156108,11644,180761,6570422,2,1819344,3,581061,7,342292,3,895991,3,2039181,657162,366522,1015498,331936,15,33729,298207,9957,30791,257459,226475,1,134501,4,112989,21512,1286109,4,86070,10054,11654,11154,29553,62693,17077,77684,107395,37362,835413
0100000US,,United States,333414,Heating equipment (except warm air furnaces) manufacturing,2009,16539,2,771250,215327,2,87962,9163,17355,100847,9182,17786,317278,1803720,2,1475008,261590,28052,9546,6,360273,29525,1,S,S,3786626,2,3370803,39602,415823,368393,5451(s),41979,1951684,3,552847,2,220147,3,57495,4,275205,1,628367,249202,67883,311281,348734,3,132233,216502,6003,11638,198861,80537,2,44834,4,38508,6326,666043,4,47585,5212,2487,5029,8373,43997,14913,29389,52904,19139,437016
0100000US,,United States,333415,Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing,2009,86454,2,3666278,1159689,2,501336,52573,87419,518360,60041,113225,2090864,14483817,3,13444413,738125,123367,45625,2,1886167,132286,2,D,S,26308906,2,25161205,151985,1147701,903794,16239,227669,11641118,2,2633654,4,1168747,4,432893,17,1032014,4,2946985,1333795,435893,1177297,461728,2,155704,306024,3818,28779,273427,489432,2,182229,9,135604,46624,1475109,4,108954,15605,8847,25508,21916,99161,31861,73850,141993,106413,841001
