GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,EMP,EMP_S,PAYANN,BENEFIT,BENEFIT_S,BENHEA,BENPEB,BENPEC,BENOTH,EMPAVPW,HOURS,PAYANPW,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,RCPTOT,RCPTOT_S,RCPTPLM,RCPTRAN,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,VALADD,VALADD_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO,DPRTOT,DPRTOT_S,RPTOT,RPTOT_S,RPBLD,RPMCH,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
Geographic identifier code,Id2,Geographic area name,2007 NAICS codes and NAICS-based rollup code,Meaning of 2007 NAICS codes and NAICS-based rollup code,Year,Number of employees,Relative standard error of total number of employees (%),"Annual payroll ($1,000)","Total fringe benefits ($1,000)",Relative standard error of total fringe benefits (%),"Employer's cost for health insurance ($1,000)","Employer's cost for defined benefit pension plans ($1,000)","Employer's cost for defined contribution plans ($1,000)","Employer's cost for other fringe benefits ($1,000)",Production workers avg per year,"Production workers hours (1,000)","Production workers wages ($1,000)","Total cost of materials ($1,000)",Relative standard error of total cost of materials (%),"Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Cost of purchased fuels ($1,000)",Relative standard error of cost of purchased fuels (%),"Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of purchased electricity (%),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Total value of shipments ($1,000)",Relative standard error of total value of shipments (%),"Value of products shipments ($1,000)","Value of interplant transfers ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value added ($1,000)",Relative standard error of value added (%),"Total inventories, end of year ($1,000)","Relative standard error of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error of finished goods inventories, end of year (%)","Work-in-process inventories, end-of-year  ($1,000)","Relative standard error of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error of materials and supplies inventories, end of year (%)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of total capital expenditures (new and used) (%),"Capital expenditures on buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)","Total depreciation ($1,000)",Relative standard error of total depreciation (%),"Total rental payments ($1,000)",Relative standard error of total rental payments (%),"Rental payments for buildings and other structures ($1,000)","Rental payments for machinery and equipment ($1,000)","Total other expenses ($1,000)",Relative standard error of total other expenses (%),"Temporary staff and leased employee expenses ($1,000)","Expensed computer hardware and other equipment ($1,000)","Expensed purchases of software ($1,000)","Data processing and other purchased computer services ($1,000)","Communication services ($1,000)","Repair and maintenance services of buildings and/or machinery ($1,000)","Refuse removal (including hazardous waste) services ($1,000)","Advertising and promotional services ($1,000)","Purchased professional and technical services ($1,000)","Taxes and license fees ($1,000)","All other expenses ($1,000)"
0100000US,,United States,337212,Custom architectural woodwork and millwork manufacturing,2009,35975,2,1610141,377988,2,136811,10004,21754,209419,24911,48031,898007,2088472,2,1604434,211046,211576,16834,6,554837,44582,2,S,S,5228164,2,4836930,97369,391234,313683,50010,27542,3069275,2,423557,4,141252,4,107735,12,174570,3,509520,181717,122463,205339,80869,12,11626,69242,7548,16767(s),44927,92172,4,148691,3,128584,20107,542529,4,36133,5506,4798,3145,13849,29869,14661,11399,28917,29909,364343
0100000US,,United States,337215,"Showcase, partition, shelving, and locker manufacturing",2009,31947,3,1186757,321099,3,128462,8505,20364,163768,23995,45925,694409,2773085,3,2361666,268473,57009,30491,4,690686,55445,6,S,S,5511919,2,5067903,57401,444015,366694,36822,40500,2685366,3,697763,2,295754,2,137391,4,264618,2,787505,329184,145192,313129,88859,7,13007,75852,2610,6376,66866,121816,2,102579,4,83984,18595,524268,6,67290,2818,2810,4479,9928,42487,10318,19113,37000,23942,304085
0100000US,,United States,33721N,Office furniture manufacturing,2009,36556,2,1456922,418439,2,168628,13604,27969,208238,26535,50079,847271,3459596,2,2964380,372747,28254,31899,3,790071,62316,1,S,S,8864300,2,8312549,16404,551752,530610,S,18862,5309963,2,517460,2,135875,3,73328,14,308257,2,673638,192511,114266,366861,213486,2,20420,193067,2060,26715,164291,250061,3,98400,3,84256,14144,1459954,2,45986,3854,12851,6767,16574,53110,29078,44644,105933,30675,1110482
0100000US,,United States,337910,Mattress manufacturing,2009,18523,1,717330,186646,2,69734,6728,15079,95106,14130,26559,445531,3000500,1,2842627,116331,15401,6151,4,221693,19991,1,S,S,6427309,1,6250857,45762,176451,153553,S,23290,3412342,1,252914,2,53666,4,19034,2,180214,2,298950,66831,19656,212463,42291,4,4024,38267,2059,2157,34051,74171,2,89556,2,55662,33894,722332,3,33193,1994,928,1266,5174,24219,7296,174571,9177,22698,441817
0100000US,,United States,337920,Blind and shade manufacturing,2009,14259,3,460627,125098,4,52027,5796,7180,60096,8795,15837,209866,916292,4,745474,145368,11950,4013,6,109168,9487,5,D,S,1869151,3,1673466,62468,195686,183117,6277,6292,941581,4,266021,3,94117,8,13967,7,157937,3,298183,94998,19620,183565,12736,6,1186,11550,263(s),2088,9200,27841,5,32574,5,28558,4016,158640,7,5294,1383,2180,2439,7496,8205,3561,19456,9540,4763,94324
0100000US,,United States,339112,Surgical and medical instrument manufacturing,2009,113916,2,6556591,1848439,2,723609,90447,184781,849603,64988,129287,2439426,9889592,1,8764580,597390,318580,41507,3,2124490,167536,2,D,S,34625215,1,33593172,1144091,1032043,967101,18468,46474,24866860,1,4069406,2,1750592,3,767006,2,1551808,1,3926880,1622600,791375,1512905,1211062,5,332352,878710,8825,92444,777441,856031,1,276007,3,236306,39701,4163878,4,289550,43769,33006,29333,60927,192304,58557,210588,573880,107518,2564446
0100000US,,United States,339113,Surgical appliance and supplies manufacturing,2009,108375,2,6116363,1755633,5,638635,56838(s),186510,873651,61089,121105,2104302,10207129,2,8052002,1624366,340505,41272,16,1856857,148984,5,S,S,35688860,1,32252015,447137,3436845,3363221,11308,62317,25464947,1,5823148,3,3731261,2,622975,6,1468913,7,5861289,3639120,707584,1514584,886624,20,205154(s),681470,47982(s),165836,467652,732242,3,262252,11,237373,24879,5306146,9,255443,40601,22617,35449,70487,154711,49318,219295,687923,104555,3665748
0100000US,,United States,339114,Dental equipment and supplies manufacturing,2009,14681,2,786818,212290,3,81682,2926(s),24429,103253,8195,15956,285556,1658833,1,1261754,346215,30401,4115,3,169522,16348,1,S,S,4473531,1,3910138,30933,563393,555173,D,D,2788197,1,547266,2,321624,2,63423,4,162219,3,581056,337088,72674,171294,76522,4,8746,67777,1550,5795,60432,79402,2,43642,2,36459,7183,536697,6,11684,2649,3257,5089,9071,11711,5399,45299,79588,11770,351181
0100000US,,United States,339115,Ophthalmic goods manufacturing,2009,21448,5,973055,283352,2,104409,19950,21148,137844,13923,25268,435759,1579359,2,1397089,104960,32338,5474,16,445728,39497,5,D,S,5512053,1,5341426,205691,170627,163493,D,D,3864756,1,372178,3,239924,4,23450,3,108804,5,458996,305515,25056,128425,174021,17,4662,169359,1367,32426,135566,170722,3,39774,3,34225,5549,967812,7,49989,27182,5812,46062,9813,33969,14071,256799,90171,21989,411954
0100000US,,United States,339116,Dental laboratories,2009,46423,2,1724724,372834,2,132815,7762,25640,206616,32734,60170,1126857,997241,2,846082,52794,67798,4712,9,303299,25855,3,S,S,4260781,1,4139101,8263,121681,109156,S,11335,3247457,1,273836,3,118611,6,59104,3,96121,2,291008,123027,69959,98022,104375,6,13714,90661,6633,13201,70827,70075,3,98058,3,89513,8545,677318,4,41681,9054,3462,7581,15016,31201,8383,63666,56854,31019,409400
0100000US,,United States,33991M,Jewelry and silverware manufacturing,2009,24733,4,984313,239873,4,96151,7921,13846,121956,16104,31600,492736,3491037,3,3085016,257919,107928,10183,8,357230,29990,13,56(s),S,7048873,2,6524562,282472,524311,434476,5958(s),83877,3377366,3,1786207,4,1142001,3,185040,6,459166,6,1988731,1278403,213626,496702,49261,6,9674,39588,1976,8541,29071,106342,4,86945,5,73017,13928,648523,4,30270,3291,3692,7379,10455,16424,7437,75908,46349,17529,429789
0100000US,,United States,339920,Sporting and athletic goods manufacturing,2009,39625,2,1673592,439553,2,184836,10957,30464,213296,24699,47060,774570,4317305,2,3075546,1068929,71849,30539,3,873721,70441,5,S,S,10104416,2,8634525,D,1469891,1445417,S,20139(s),5780361,2,1849048,2,1019028,2,153824,3,676195,3,1887676,1047025,141381,699270,178925,2,46595,132330,4491,19497,108343,213887,3,149137,6,130033,19104,1898739,3,78350,11838,8948,17008,27610,34534,27269,370669,109948,50594,1161971
0100000US,,United States,33993M,"Doll, toy, and game manufacturing",2009,9300,17,373519,90402,8,33030,3992,2775,50605,5269,10122,161976,920677,9,790825,97351,14316,5188,8,145317,12997,11,S,S,2026851,7,1794834,D,232017,165174,D,D,1084968,6,272808,9,132671,13,34833,9,105303,7,331567,187272,39152,105143,73753,16,4460(s),69292,1510(s),14421,53362,35689,13,23971,9,21519,2452,349952,17,8903,1493,1813,2994,4523,7189,3942,28113,25192,15415,250375
0100000US,,United States,33994M,Office supplies (except paper) manufacturing,2009,13186,4,565912,159839,11,64828,12855,13698,68457,8083,15680,279130,1421413,14,1157443,213241,19048,9807,19,290558,21875,9,S,S,3359350,14,2942321,176437,417029,410637,D,D,1871944,13,435535,14,235775,17,59820,10,139940,12,544650,285520,74244,184885,56792,5,21500,35292,2166,6558,26568,59098,4,28337,4,26447,1890,410901,6,27912,1284,6006,1864,7115,17585,8889,107145,27289,11310,194502
0100000US,,United States,339950,Sign manufacturing,2009,69944,2,2995793,684670,3,266352,11247(s),45481,361591,40569,75722,1343806,4297582,2,3521133,337582,350174,22722,23,768163,65971,3,34(s),S,10570105,2,9396613,50583,1173492,472361,177617,523514,6191047,2,1018571,2,319474,4,319454,4,379643,3,1181099,360969,363022,457109,177688,8,28443,149245,16419,19860,112966,210699,3,243414,3,206772,36642,1144175,5,102472,11298,8965,10960,36581,55684,25144,70615,72567,60254,689634
0100000US,,United States,339991,"Gasket, packing, and sealing device manufacturing",2009,27627,4,1167599,355682,3,160275,20359,25443,149606,19268,39565,627194,2137015,3,1891623,80734(s),75544,19459,7,794336,69655,6,D,S,5135944,3,4977603,596620,158341,145799(s),S,13217,2916886,4,574311,4,246789,4,97719,4,229803,5,662580,309977,114969,237634,146991,6,18222,128769,634,6083,122051,160728,3,69610,9,52379,17232,431357,7,29286,4229,6167,8074,12363,35454,16447,10977,33096,23040,252224
0100000US,,United States,339992,Musical instrument manufacturing,2009,11473,3,452453,127856,3,55986,1052(s),11180,59639,8847,16090,284212,571761,3,470815,60890,20424,4957,2,147851,14676,4,S,S,1597729,2,1498055,5967,99674,83014,7288,9371,982802,2,432905,3,168855,4,114824,7,149226,3,470663,174897,139844,155922,27835,4,9005,18830,649,3146,15036,39697,3,27673,3,26302,1371,265255,3,11696,1496,1988,2158,4000,10722,4343,29875,17424,10381,171174
0100000US,,United States,339993,"Fastener, button, needle, and pin manufacturing",2009,4105,2,178599,51988,2,23508,2875,3307,22298,2806,5510,88083,262990,4,219915,12135,14167,6467,1,130265,10307,7,D,S,734225,2,704536,D,29689,17831,308,11550(s),481127,3,133687,3,57867,3,33826,4,41994,5,132319,48973,33732,49614,29164,5,5787,23377,351,1672,21354,32736,3,7992,6,6818,1174,82614,6,1473,552,567,245,1485,4973,1905,4351,5051,2767,59246
0100000US,,United States,339994,"Broom, brush, and mop manufacturing",2009,9001,3,351429,100980,3,46243,4813,7714,42211,6391,12668,190486,1050309,4,806291,207986,16152,3453,8,235147,16428,2,S,S,2295436,4,1977828,D,317608,316993,D,D,1212457,4,292496,3,136660,3,18401,8,137436,3,337055,153962,27060,156032,66286,16,3849,62437,424,13693(s),48320,51073,11,24775,5,21660,3116,175708,8,12330,626,1199,3469,3333,11466,3757,18404,8419,6097,106608
0100000US,,United States,339995,Burial casket manufacturing,2009,3920,3,154372,52295,2,25082,3248,4378,19587,3060,6141,100888,349492,1,301213,34348,524,4829,1,111496,8577,1,S,S,852527,1,802791,99156,49736,46026,D,D,500438,1,77472,3,43929,1,12445,5,21098,7,82013,45004,13980,23029,9541,7,1304,8237,332,521,7385,12206,4,2835,2,2291,544,90877,5,1851,289,56,81,982,7784,7592,1489,2344,3841,64567
0100000US,,United States,339999,All other miscellaneous manufacturing,2009,74652,2,2929330,742146,2,272177,20853,68356,380761,45289,84737,1311118,6504180,2,5538233,560121,271238,36411,11,1262948,98177,3,S,2115(s),15629593,1,14414418,231418,1215175,839843,105941,269391,9087493,1,1973279,1,908748,2,203623,6,860908,2,2052076,941086,217882,893108,566062,2,75133,490929,14731,43398,432800,471967,1,220591,3,194265,26325,2376475,2,97957,17021,25872,51586,44999,81685,30725,106364,242443,75766,1602057
